Unnamed: 0,slide,dataset,uid,final_label,dataset_uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
2965,21_stitched1.tif,TUPAC16,12585,Normal,TUPAC16_12585.png,6792,13697,NMF ring shape,AMF segregation,False,True,False,False
2966,21_stitched1.tif,TUPAC16,12587,Normal,TUPAC16_12587.png,6384,7051,NMF metaphase,NMF anaphase-telophase,False,False,False,False
3024,23_stitched1.tif,TUPAC16,3445,Normal,TUPAC16_3445.png,1204,403,NMF prometaphase,NMF ring shape,False,False,False,False
3025,23_stitched1.tif,TUPAC16,3446,Atypical,TUPAC16_3446.png,2570,721,NMF prometaphase,AMF segregation,False,True,True,True
3026,23_stitched1.tif,TUPAC16,3448,Normal,TUPAC16_3448.png,923,2100,NMF prometaphase,NMF prometaphase,False,False,False,False
3027,23_stitched1.tif,TUPAC16,3450,Normal,TUPAC16_3450.png,3659,1874,NMF prometaphase,NMF prometaphase,False,False,False,False
3028,23_stitched1.tif,TUPAC16,3451,Normal,TUPAC16_3451.png,3800,1838,NMF prometaphase,NMF prometaphase,False,False,False,False
3029,23_stitched1.tif,TUPAC16,3452,Atypical,TUPAC16_3452.png,4634,1964,AMF other,AMF segregation,True,True,True,True
3030,23_stitched1.tif,TUPAC16,3454,Normal,TUPAC16_3454.png,4345,2142,NMF prometaphase,AMF segregation,False,True,False,False
3031,23_stitched1.tif,TUPAC16,3456,Normal,TUPAC16_3456.png,1374,2953,NMF prometaphase,NMF prometaphase,False,False,False,False
3032,23_stitched1.tif,TUPAC16,3459,Atypical,TUPAC16_3459.png,4359,3172,NMF metaphase,AMF segregation,False,True,True,True
3033,23_stitched1.tif,TUPAC16,3469,Normal,TUPAC16_3469.png,5412,5263,NMF metaphase,NMF metaphase,False,False,False,False
3034,23_stitched1.tif,TUPAC16,3471,Normal,TUPAC16_3471.png,3372,6371,NMF prometaphase,NMF prometaphase,False,False,False,False
3035,23_stitched1.tif,TUPAC16,3473,Normal,TUPAC16_3473.png,1303,8309,NMF prometaphase,NMF prometaphase,False,False,False,False
3036,23_stitched1.tif,TUPAC16,3475,Normal,TUPAC16_3475.png,830,8857,NMF metaphase,NMF metaphase,False,False,False,False
3037,23_stitched1.tif,TUPAC16,3477,Normal,TUPAC16_3477.png,279,10341,NMF metaphase,NMF anaphase-telophase,False,False,False,False
3038,23_stitched1.tif,TUPAC16,3478,Normal,TUPAC16_3478.png,1489,10403,NMF metaphase,NMF metaphase,False,False,False,False
3039,23_stitched1.tif,TUPAC16,3495,Atypical,TUPAC16_3495.png,4045,12334,AMF multipolar,AMF bipolar assymetric,True,True,True,True
3040,23_stitched1.tif,TUPAC16,3510,Normal,TUPAC16_3510.png,2507,14367,NMF metaphase,NMF metaphase,False,False,False,False
3041,23_stitched1.tif,TUPAC16,3512,Normal,TUPAC16_3512.png,3374,14190,NMF metaphase,AMF segregation,False,True,False,False
3042,23_stitched1.tif,TUPAC16,3513,Normal,TUPAC16_3513.png,3229,13957,NMF metaphase,NMF metaphase,False,False,False,False
3043,23_stitched1.tif,TUPAC16,3514,Normal,TUPAC16_3514.png,8114,14186,NMF metaphase,NMF metaphase,False,False,False,False
3044,23_stitched1.tif,TUPAC16,3520,Normal,TUPAC16_3520.png,8142,15461,NMF metaphase,NMF metaphase,False,False,False,False
3045,23_stitched1.tif,TUPAC16,3522,Atypical,TUPAC16_3522.png,12152,15790,NMF prometaphase,AMF segregation,False,True,True,True
3046,23_stitched1.tif,TUPAC16,3523,Normal,TUPAC16_3523.png,12233,15748,NMF metaphase,NMF metaphase,False,False,False,False
3047,23_stitched1.tif,TUPAC16,3528,Normal,TUPAC16_3528.png,10460,17085,NMF prometaphase,NMF prometaphase,False,False,False,False
3048,23_stitched1.tif,TUPAC16,3534,Normal,TUPAC16_3534.png,4462,19479,NMF prometaphase,NMF metaphase,False,False,True,False
3049,23_stitched1.tif,TUPAC16,7555,Normal,TUPAC16_7555.png,4920,18842,NMF metaphase,NMF metaphase,False,False,False,False
3050,24.tif,TUPAC16,300,Atypical,TUPAC16_300.png,1559,592,AMF segregation,AMF segregation,True,True,True,True
3051,24.tif,TUPAC16,301,Normal,TUPAC16_301.png,1615,501,NMF metaphase,NMF metaphase,False,False,True,False
3052,24.tif,TUPAC16,302,Normal,TUPAC16_302.png,2663,803,NMF prometaphase,NMF prometaphase,False,False,False,False
3053,24.tif,TUPAC16,312,Normal,TUPAC16_312.png,1477,1169,NMF prometaphase,NMF metaphase,False,False,False,False
3054,24.tif,TUPAC16,316,Normal,TUPAC16_316.png,4323,470,NMF prometaphase,NMF prometaphase,False,False,False,False
3055,24.tif,TUPAC16,320,Normal,TUPAC16_320.png,750,2961,NMF prometaphase,NMF prometaphase,False,False,False,False
3056,24.tif,TUPAC16,321,Normal,TUPAC16_321.png,2184,2944,NMF prometaphase,NMF prometaphase,False,False,False,False
3057,24.tif,TUPAC16,337,Normal,TUPAC16_337.png,1664,4565,NMF metaphase,NMF metaphase,False,False,False,False
3058,24.tif,TUPAC16,338,Normal,TUPAC16_338.png,2630,4664,NMF metaphase,NMF metaphase,False,False,False,False
3059,24.tif,TUPAC16,349,Normal,TUPAC16_349.png,373,5404,NMF prometaphase,NMF prometaphase,False,False,False,False
3060,24.tif,TUPAC16,7559,Atypical,TUPAC16_7559.png,983,1949,NMF prometaphase,AMF other,False,True,True,True
3061,25.tif,TUPAC16,3572,Normal,TUPAC16_3572.png,4029,5533,NMF metaphase,NMF metaphase,False,False,True,False
3062,25.tif,TUPAC16,8635,Normal,TUPAC16_8635.png,2773,482,NMF metaphase,NMF metaphase,False,False,False,False
3063,25.tif,TUPAC16,14070,Normal,TUPAC16_14070.png,298,4908,NMF prometaphase,NMF prometaphase,False,False,False,False
3064,26.tif,TUPAC16,3583,Normal,TUPAC16_3583.png,2453,1443,NMF metaphase,NMF metaphase,False,False,False,False
3065,26.tif,TUPAC16,3598,Atypical,TUPAC16_3598.png,4447,2226,NMF prometaphase,AMF other,False,True,True,True
3066,26.tif,TUPAC16,3610,Normal,TUPAC16_3610.png,5437,4189,NMF metaphase,NMF metaphase,False,False,False,False
3067,26.tif,TUPAC16,8796,Normal,TUPAC16_8796.png,5150,218,NMF anaphase-telophase,NMF metaphase,False,False,False,False
3068,27.tif,TUPAC16,3629,Normal,TUPAC16_3629.png,3704,1125,NMF prometaphase,NMF prometaphase,False,False,False,False
3069,27.tif,TUPAC16,3638,Atypical,TUPAC16_3638.png,4289,2295,AMF bipolar assymetric,NMF metaphase,True,False,True,True
3070,27.tif,TUPAC16,3649,Normal,TUPAC16_3649.png,5488,2586,NMF metaphase,NMF metaphase,False,False,False,False
3071,27.tif,TUPAC16,3657,Normal,TUPAC16_3657.png,5446,3434,NMF metaphase,NMF metaphase,False,False,False,False
3072,27.tif,TUPAC16,3665,Normal,TUPAC16_3665.png,5059,5601,NMF prometaphase,NMF ring shape,False,False,True,False
3074,29.tif,TUPAC16,3681,Normal,TUPAC16_3681.png,245,1491,NMF prometaphase,NMF prometaphase,False,False,False,False
3075,29.tif,TUPAC16,3693,Normal,TUPAC16_3693.png,78,2797,NMF prometaphase,NMF prometaphase,False,False,False,False
3076,29.tif,TUPAC16,3694,Normal,TUPAC16_3694.png,2010,2754,NMF prometaphase,NMF prometaphase,False,False,False,False
3080,31.tif,TUPAC16,3733,Normal,TUPAC16_3733.png,1577,837,NMF prometaphase,NMF prometaphase,False,False,False,False
3081,31.tif,TUPAC16,3740,Normal,TUPAC16_3740.png,533,1474,NMF prometaphase,NMF prometaphase,False,False,False,False
3082,31.tif,TUPAC16,3743,Normal,TUPAC16_3743.png,2543,1199,NMF metaphase,NMF metaphase,False,False,False,False
3083,31.tif,TUPAC16,3762,Normal,TUPAC16_3762.png,1226,2959,NMF metaphase,NMF metaphase,False,False,False,False
3084,31.tif,TUPAC16,3763,Atypical,TUPAC16_3763.png,530,2392,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
3085,31.tif,TUPAC16,3779,Normal,TUPAC16_3779.png,967,3560,NMF prometaphase,AMF segregation,False,True,False,False
3086,31.tif,TUPAC16,3781,Normal,TUPAC16_3781.png,4120,3357,NMF metaphase,NMF metaphase,False,False,False,False
3087,31.tif,TUPAC16,3786,Atypical,TUPAC16_3786.png,831,3951,NMF prometaphase,AMF segregation,False,True,True,True
3088,31.tif,TUPAC16,3787,Atypical,TUPAC16_3787.png,144,3946,NMF prometaphase,AMF segregation,False,True,True,True
3089,31.tif,TUPAC16,3790,Normal,TUPAC16_3790.png,940,4211,NMF prometaphase,NMF metaphase,False,False,True,False
3090,31.tif,TUPAC16,7668,Normal,TUPAC16_7668.png,1282,2923,NMF metaphase,NMF metaphase,False,False,False,False
3091,31.tif,TUPAC16,7675,Normal,TUPAC16_7675.png,612,3730,NMF metaphase,AMF segregation,False,True,False,False
3092,31.tif,TUPAC16,14120,Atypical,TUPAC16_14120.png,2439,3351,NMF prometaphase,AMF segregation,False,True,True,True
3093,31.tif,TUPAC16,14130,Normal,TUPAC16_14130.png,797,2842,NMF prometaphase,NMF metaphase,False,False,False,False
3094,32.tif,TUPAC16,3819,Normal,TUPAC16_3819.png,3094,961,NMF metaphase,NMF metaphase,False,False,False,False
3095,32.tif,TUPAC16,3821,Normal,TUPAC16_3821.png,2690,1603,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3096,32.tif,TUPAC16,3824,Normal,TUPAC16_3824.png,3015,1596,NMF prometaphase,NMF ring shape,False,False,False,False
3097,32.tif,TUPAC16,3827,Normal,TUPAC16_3827.png,1949,2482,NMF metaphase,NMF metaphase,False,False,False,False
3098,32.tif,TUPAC16,3835,Atypical,TUPAC16_3835.png,5608,3423,NMF prometaphase,AMF segregation,False,True,True,True
3099,32.tif,TUPAC16,3845,Normal,TUPAC16_3845.png,2988,4997,NMF prometaphase,NMF metaphase,False,False,False,False
3100,32.tif,TUPAC16,3853,Normal,TUPAC16_3853.png,3542,5519,NMF prometaphase,NMF metaphase,False,False,False,False
3101,32.tif,TUPAC16,3854,Normal,TUPAC16_3854.png,3609,5519,NMF metaphase,NMF metaphase,False,False,False,False
3102,32.tif,TUPAC16,7709,Normal,TUPAC16_7709.png,1799,5076,NMF prometaphase,NMF metaphase,False,False,True,False
3103,32.tif,TUPAC16,8807,Normal,TUPAC16_8807.png,62,4869,NMF prometaphase,NMF ring shape,False,False,False,False
3122,36.tif,TUPAC16,3961,Atypical,TUPAC16_3961.png,4978,3237,NMF metaphase,AMF segregation,False,True,True,True
3123,36.tif,TUPAC16,3962,Normal,TUPAC16_3962.png,4624,3415,NMF prometaphase,NMF prometaphase,False,False,False,False
3124,36.tif,TUPAC16,3979,Normal,TUPAC16_3979.png,4883,4749,NMF prometaphase,NMF prometaphase,False,False,False,False
3125,36.tif,TUPAC16,3980,Normal,TUPAC16_3980.png,2752,5571,NMF prometaphase,NMF prometaphase,False,False,False,False
3126,36.tif,TUPAC16,7771,Normal,TUPAC16_7771.png,46,2888,NMF prometaphase,NMF prometaphase,False,False,False,False
3127,36.tif,TUPAC16,8815,Normal,TUPAC16_8815.png,4343,471,NMF prometaphase,NMF prometaphase,False,False,False,False
3128,36.tif,TUPAC16,8817,Normal,TUPAC16_8817.png,1005,4828,NMF metaphase,NMF metaphase,False,False,True,False
3129,36.tif,TUPAC16,8818,Normal,TUPAC16_8818.png,3059,2282,NMF prometaphase,NMF prometaphase,False,False,False,False
3130,36.tif,TUPAC16,8821,Normal,TUPAC16_8821.png,559,4846,NMF prometaphase,NMF prometaphase,False,False,False,False
3131,37.tif,TUPAC16,3989,Normal,TUPAC16_3989.png,3743,984,NMF prometaphase,NMF prometaphase,False,False,False,False
3132,37.tif,TUPAC16,3990,Normal,TUPAC16_3990.png,4278,1201,NMF prometaphase,NMF prometaphase,False,False,False,False
3133,37.tif,TUPAC16,3995,Normal,TUPAC16_3995.png,5438,1847,NMF metaphase,NMF metaphase,False,False,False,False
3134,37.tif,TUPAC16,4001,Normal,TUPAC16_4001.png,4115,4388,NMF metaphase,NMF metaphase,False,False,False,False
3135,37.tif,TUPAC16,7781,Normal,TUPAC16_7781.png,5023,1170,NMF prometaphase,NMF ring shape,False,False,False,False
3136,37.tif,TUPAC16,7785,Normal,TUPAC16_7785.png,4017,3005,NMF prometaphase,NMF prometaphase,False,False,False,False
3137,39.tif,TUPAC16,4026,Normal,TUPAC16_4026.png,1475,2329,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3138,39.tif,TUPAC16,4034,Normal,TUPAC16_4034.png,880,4049,NMF metaphase,NMF metaphase,False,False,False,False
3139,39.tif,TUPAC16,4041,Normal,TUPAC16_4041.png,73,4966,NMF metaphase,NMF metaphase,False,False,False,False
3140,39.tif,TUPAC16,14200,Normal,TUPAC16_14200.png,2184,5076,NMF prometaphase,NMF prometaphase,False,False,False,False
3141,40.tif,TUPAC16,4055,Normal,TUPAC16_4055.png,4904,46,NMF prometaphase,NMF metaphase,False,False,False,False
3142,40.tif,TUPAC16,4064,Normal,TUPAC16_4064.png,1723,3313,NMF prometaphase,NMF prometaphase,False,False,False,False
3143,40.tif,TUPAC16,4070,Normal,TUPAC16_4070.png,1053,4060,NMF metaphase,NMF metaphase,False,False,False,False
3144,40.tif,TUPAC16,4071,Normal,TUPAC16_4071.png,512,4668,NMF metaphase,NMF metaphase,False,False,False,False
3145,40.tif,TUPAC16,7818,Normal,TUPAC16_7818.png,1827,3344,NMF metaphase,NMF metaphase,False,False,False,False
3146,41.tif,TUPAC16,4093,Normal,TUPAC16_4093.png,4674,1102,NMF metaphase,NMF metaphase,False,False,False,False
3147,41.tif,TUPAC16,4104,Atypical,TUPAC16_4104.png,1877,3393,NMF prometaphase,AMF segregation,False,True,True,True
3148,41.tif,TUPAC16,4106,Normal,TUPAC16_4106.png,4345,3902,NMF metaphase,NMF metaphase,False,False,False,False
3149,41.tif,TUPAC16,4107,Normal,TUPAC16_4107.png,3100,3787,NMF metaphase,AMF segregation,False,True,False,False
3150,41.tif,TUPAC16,4119,Normal,TUPAC16_4119.png,3930,4399,NMF prometaphase,NMF prometaphase,False,False,False,False
3151,41.tif,TUPAC16,4122,Atypical,TUPAC16_4122.png,350,5280,AMF other,AMF other,True,True,True,True
3152,41.tif,TUPAC16,4125,Normal,TUPAC16_4125.png,2344,5182,NMF metaphase,NMF metaphase,False,False,True,False
3153,41.tif,TUPAC16,4126,Normal,TUPAC16_4126.png,2442,5299,NMF prometaphase,NMF metaphase,False,False,False,False
3154,41.tif,TUPAC16,4130,Normal,TUPAC16_4130.png,2828,5607,NMF prometaphase,NMF metaphase,False,False,False,False
3155,41.tif,TUPAC16,7842,Normal,TUPAC16_7842.png,3605,5146,NMF prometaphase,NMF metaphase,False,False,True,False
3156,41.tif,TUPAC16,13096,Atypical,TUPAC16_13096.png,5193,2073,AMF segregation,NMF prometaphase,True,False,True,True
3157,41.tif,TUPAC16,13097,Normal,TUPAC16_13097.png,3766,5215,NMF prometaphase,NMF ring shape,False,False,False,False
3194,43.tif,TUPAC16,4229,Normal,TUPAC16_4229.png,2203,219,NMF metaphase,NMF metaphase,False,False,False,False
3195,43.tif,TUPAC16,4244,Normal,TUPAC16_4244.png,3448,1882,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
3196,43.tif,TUPAC16,4246,Normal,TUPAC16_4246.png,3385,1713,NMF prometaphase,NMF prometaphase,False,False,False,False
3197,43.tif,TUPAC16,4256,Atypical,TUPAC16_4256.png,2545,2739,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
3198,43.tif,TUPAC16,4280,Normal,TUPAC16_4280.png,2902,5608,NMF metaphase,NMF metaphase,False,False,False,False
3199,44.tif,TUPAC16,4286,Normal,TUPAC16_4286.png,2576,150,NMF prometaphase,NMF metaphase,False,False,False,False
3200,44.tif,TUPAC16,4287,Normal,TUPAC16_4287.png,2722,44,NMF prometaphase,NMF prometaphase,False,False,False,False
3201,44.tif,TUPAC16,4295,Normal,TUPAC16_4295.png,2046,1069,NMF prometaphase,NMF metaphase,False,False,False,False
3202,44.tif,TUPAC16,4298,Normal,TUPAC16_4298.png,3183,1512,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
3203,44.tif,TUPAC16,4308,Atypical,TUPAC16_4308.png,4525,1343,NMF metaphase,AMF bipolar assymetric,False,True,True,True
3204,44.tif,TUPAC16,4321,Normal,TUPAC16_4321.png,3842,2010,NMF prometaphase,NMF prometaphase,False,False,False,False
3205,44.tif,TUPAC16,4344,Normal,TUPAC16_4344.png,4544,3671,NMF metaphase,NMF metaphase,False,False,False,False
3206,44.tif,TUPAC16,4348,Normal,TUPAC16_4348.png,4170,4622,NMF prometaphase,NMF prometaphase,False,False,False,False
3207,44.tif,TUPAC16,4358,Normal,TUPAC16_4358.png,2065,5311,NMF metaphase,NMF metaphase,False,False,False,False
3208,44.tif,TUPAC16,8830,Normal,TUPAC16_8830.png,5123,1752,NMF prometaphase,NMF prometaphase,False,False,True,False
3222,46.tif,TUPAC16,4430,Normal,TUPAC16_4430.png,345,179,NMF metaphase,NMF metaphase,False,False,False,False
3223,46.tif,TUPAC16,4437,Normal,TUPAC16_4437.png,2813,799,NMF metaphase,NMF metaphase,False,False,False,False
3224,46.tif,TUPAC16,4438,Normal,TUPAC16_4438.png,2732,660,NMF metaphase,NMF metaphase,False,False,False,False
3225,46.tif,TUPAC16,4439,Atypical,TUPAC16_4439.png,2546,190,AMF other,AMF multipolar,True,True,True,True
3226,46.tif,TUPAC16,4440,Normal,TUPAC16_4440.png,2188,195,NMF metaphase,NMF metaphase,False,False,False,False
3227,46.tif,TUPAC16,4442,Normal,TUPAC16_4442.png,3583,631,NMF metaphase,NMF metaphase,False,False,False,False
3228,46.tif,TUPAC16,4452,Normal,TUPAC16_4452.png,1508,1481,NMF prometaphase,NMF prometaphase,False,False,False,False
3229,46.tif,TUPAC16,4460,Normal,TUPAC16_4460.png,3919,860,NMF metaphase,NMF metaphase,False,False,False,False
3230,46.tif,TUPAC16,4462,Normal,TUPAC16_4462.png,4489,1541,NMF metaphase,NMF metaphase,False,False,False,False
3231,46.tif,TUPAC16,4464,Atypical,TUPAC16_4464.png,5286,1144,AMF segregation,AMF segregation,True,True,True,True
3232,46.tif,TUPAC16,4466,Normal,TUPAC16_4466.png,4873,864,NMF prometaphase,NMF prometaphase,False,False,True,False
3233,46.tif,TUPAC16,4471,Normal,TUPAC16_4471.png,1073,1831,NMF metaphase,NMF metaphase,False,False,False,False
3234,46.tif,TUPAC16,4472,Normal,TUPAC16_4472.png,1339,1678,NMF metaphase,NMF metaphase,False,False,False,False
3235,46.tif,TUPAC16,4475,Normal,TUPAC16_4475.png,2213,1831,NMF prometaphase,NMF prometaphase,False,False,False,False
3236,46.tif,TUPAC16,4476,Normal,TUPAC16_4476.png,2388,2146,NMF metaphase,NMF metaphase,False,False,True,False
3237,46.tif,TUPAC16,4481,Normal,TUPAC16_4481.png,2714,2044,NMF metaphase,NMF metaphase,False,False,False,False
3238,46.tif,TUPAC16,4484,Normal,TUPAC16_4484.png,5408,2175,NMF prometaphase,NMF prometaphase,False,False,True,False
3239,46.tif,TUPAC16,4485,Normal,TUPAC16_4485.png,4835,2086,NMF metaphase,NMF metaphase,False,False,True,False
3240,46.tif,TUPAC16,4487,Atypical,TUPAC16_4487.png,5255,1788,AMF multipolar,NMF anaphase-telophase,True,False,True,True
3241,46.tif,TUPAC16,4488,Normal,TUPAC16_4488.png,1541,3065,NMF prometaphase,NMF prometaphase,False,False,False,False
3242,46.tif,TUPAC16,4491,Normal,TUPAC16_4491.png,883,2485,NMF metaphase,NMF metaphase,False,False,True,False
3243,46.tif,TUPAC16,4503,Normal,TUPAC16_4503.png,2048,3685,NMF prometaphase,NMF ring shape,False,False,False,False
3244,46.tif,TUPAC16,4504,Normal,TUPAC16_4504.png,2155,3299,NMF metaphase,NMF metaphase,False,False,False,False
3245,46.tif,TUPAC16,4507,Atypical,TUPAC16_4507.png,2999,3342,AMF other,AMF other,True,True,True,True
3246,46.tif,TUPAC16,4510,Atypical,TUPAC16_4510.png,4834,3286,AMF other,NMF prometaphase,True,False,True,True
3247,46.tif,TUPAC16,4519,Normal,TUPAC16_4519.png,2875,4621,NMF prometaphase,NMF prometaphase,False,False,False,False
3248,46.tif,TUPAC16,4527,Atypical,TUPAC16_4527.png,4695,4619,NMF prometaphase,AMF segregation,False,True,True,True
3249,46.tif,TUPAC16,4533,Normal,TUPAC16_4533.png,1669,4737,NMF prometaphase,NMF prometaphase,False,False,True,False
3250,46.tif,TUPAC16,4535,Normal,TUPAC16_4535.png,3538,5171,NMF prometaphase,NMF metaphase,False,False,False,False
3251,46.tif,TUPAC16,4539,Normal,TUPAC16_4539.png,1501,5546,NMF metaphase,NMF metaphase,False,False,False,False
3252,46.tif,TUPAC16,4543,Normal,TUPAC16_4543.png,5475,5300,NMF prometaphase,NMF prometaphase,False,False,False,False
3253,46.tif,TUPAC16,7903,Normal,TUPAC16_7903.png,25,1491,NMF prometaphase,NMF prometaphase,False,False,False,False
3254,46.tif,TUPAC16,14225,Normal,TUPAC16_14225.png,3132,1758,NMF prometaphase,NMF metaphase,False,False,True,False
3255,47.tif,TUPAC16,4549,Normal,TUPAC16_4549.png,1312,69,NMF prometaphase,NMF metaphase,False,False,False,False
3256,47.tif,TUPAC16,4551,Normal,TUPAC16_4551.png,1754,195,NMF prometaphase,AMF segregation,False,True,False,False
3257,47.tif,TUPAC16,4553,Normal,TUPAC16_4553.png,1598,233,NMF prometaphase,NMF prometaphase,False,False,False,False
3258,47.tif,TUPAC16,4555,Normal,TUPAC16_4555.png,4150,112,NMF prometaphase,AMF segregation,False,True,False,False
3259,47.tif,TUPAC16,4556,Atypical,TUPAC16_4556.png,3401,108,NMF prometaphase,AMF segregation,False,True,True,True
3260,47.tif,TUPAC16,4559,Atypical,TUPAC16_4559.png,3039,874,AMF segregation,NMF prometaphase,True,False,True,True
3261,47.tif,TUPAC16,4560,Atypical,TUPAC16_4560.png,2954,999,AMF other,AMF other,True,True,True,True
3262,47.tif,TUPAC16,4561,Normal,TUPAC16_4561.png,4065,847,NMF prometaphase,NMF metaphase,False,False,False,False
3263,47.tif,TUPAC16,4563,Normal,TUPAC16_4563.png,3188,1043,NMF prometaphase,NMF prometaphase,False,False,False,False
3264,47.tif,TUPAC16,4565,Atypical,TUPAC16_4565.png,472,1400,AMF other,AMF segregation,True,True,True,True
3265,47.tif,TUPAC16,4566,Normal,TUPAC16_4566.png,283,1119,NMF prometaphase,NMF prometaphase,False,False,False,False
3266,47.tif,TUPAC16,4571,Normal,TUPAC16_4571.png,4379,1432,NMF prometaphase,AMF segregation,False,True,False,False
3267,47.tif,TUPAC16,4573,Atypical,TUPAC16_4573.png,4284,1070,NMF prometaphase,AMF segregation,False,True,True,True
3268,47.tif,TUPAC16,4574,Normal,TUPAC16_4574.png,5376,1580,NMF prometaphase,NMF prometaphase,False,False,False,False
3269,47.tif,TUPAC16,4575,Normal,TUPAC16_4575.png,1141,2164,NMF prometaphase,NMF prometaphase,False,False,False,False
3270,47.tif,TUPAC16,4576,Normal,TUPAC16_4576.png,559,1969,NMF prometaphase,NMF prometaphase,False,False,False,False
3271,47.tif,TUPAC16,4579,Normal,TUPAC16_4579.png,2335,1919,NMF metaphase,NMF metaphase,False,False,False,False
3272,47.tif,TUPAC16,4580,Atypical,TUPAC16_4580.png,2553,2174,NMF prometaphase,AMF segregation,False,True,True,True
3273,47.tif,TUPAC16,4583,Normal,TUPAC16_4583.png,3070,1844,NMF prometaphase,NMF prometaphase,False,False,False,False
3274,47.tif,TUPAC16,4584,Atypical,TUPAC16_4584.png,4395,1766,AMF multipolar,AMF other,True,True,True,True
3275,47.tif,TUPAC16,4585,Normal,TUPAC16_4585.png,4920,2221,NMF metaphase,NMF metaphase,False,False,False,False
3276,47.tif,TUPAC16,4590,Normal,TUPAC16_4590.png,791,2690,NMF prometaphase,NMF prometaphase,False,False,False,False
3277,47.tif,TUPAC16,4591,Normal,TUPAC16_4591.png,232,2471,NMF metaphase,NMF metaphase,False,False,False,False
3278,47.tif,TUPAC16,4595,Atypical,TUPAC16_4595.png,2141,2730,NMF prometaphase,AMF segregation,False,True,True,True
3279,47.tif,TUPAC16,4598,Normal,TUPAC16_4598.png,3834,2664,NMF metaphase,NMF metaphase,False,False,False,False
3280,47.tif,TUPAC16,4605,Atypical,TUPAC16_4605.png,5438,2808,AMF multipolar,AMF multipolar,True,True,True,True
3281,47.tif,TUPAC16,4606,Atypical,TUPAC16_4606.png,5053,2711,NMF prometaphase,AMF segregation,False,True,True,True
3282,47.tif,TUPAC16,4608,Atypical,TUPAC16_4608.png,5473,2559,NMF metaphase,AMF segregation,False,True,True,True
3283,47.tif,TUPAC16,4609,Normal,TUPAC16_4609.png,5225,2790,NMF prometaphase,NMF prometaphase,False,False,False,False
3284,47.tif,TUPAC16,4610,Atypical,TUPAC16_4610.png,4949,2490,NMF metaphase,AMF segregation,False,True,True,True
3285,47.tif,TUPAC16,4612,Normal,TUPAC16_4612.png,152,3451,NMF prometaphase,NMF prometaphase,False,False,False,False
3286,47.tif,TUPAC16,4613,Atypical,TUPAC16_4613.png,1110,3146,NMF prometaphase,AMF segregation,False,True,True,True
3287,47.tif,TUPAC16,4614,Normal,TUPAC16_4614.png,1369,3902,NMF prometaphase,NMF prometaphase,False,False,False,False
3288,47.tif,TUPAC16,4616,Atypical,TUPAC16_4616.png,2279,3785,NMF prometaphase,AMF segregation,False,True,True,True
3289,47.tif,TUPAC16,4617,Normal,TUPAC16_4617.png,1856,3304,NMF prometaphase,NMF prometaphase,False,False,False,False
3290,47.tif,TUPAC16,4618,Atypical,TUPAC16_4618.png,1625,3353,AMF other,AMF other,True,True,True,True
3291,47.tif,TUPAC16,4619,Atypical,TUPAC16_4619.png,1638,3617,NMF metaphase,AMF segregation,False,True,True,True
3292,47.tif,TUPAC16,4624,Normal,TUPAC16_4624.png,3114,3771,NMF metaphase,NMF metaphase,False,False,False,False
3293,47.tif,TUPAC16,4625,Normal,TUPAC16_4625.png,3434,3552,NMF prometaphase,NMF metaphase,False,False,False,False
3294,47.tif,TUPAC16,4626,Atypical,TUPAC16_4626.png,3599,3213,AMF segregation,AMF segregation,True,True,True,True
3295,47.tif,TUPAC16,4627,Normal,TUPAC16_4627.png,4117,3685,NMF metaphase,NMF metaphase,False,False,False,False
3296,47.tif,TUPAC16,4630,Atypical,TUPAC16_4630.png,5365,3773,AMF bipolar assymetric,AMF other,True,True,False,True
3297,47.tif,TUPAC16,4631,Normal,TUPAC16_4631.png,374,4511,NMF prometaphase,AMF segregation,False,True,False,False
3298,47.tif,TUPAC16,4632,Normal,TUPAC16_4632.png,491,4184,NMF metaphase,AMF segregation,False,True,False,False
3299,47.tif,TUPAC16,4637,Atypical,TUPAC16_4637.png,1114,3962,NMF metaphase,AMF segregation,False,True,True,True
3300,47.tif,TUPAC16,4638,Normal,TUPAC16_4638.png,1623,4486,NMF prometaphase,NMF prometaphase,False,False,False,False
3301,47.tif,TUPAC16,4641,Normal,TUPAC16_4641.png,2186,4688,NMF prometaphase,NMF prometaphase,False,False,False,False
3302,47.tif,TUPAC16,4642,Normal,TUPAC16_4642.png,1461,4755,NMF prometaphase,NMF prometaphase,False,False,False,False
3303,47.tif,TUPAC16,4643,Atypical,TUPAC16_4643.png,1390,4759,NMF metaphase,AMF segregation,False,True,True,True
3304,47.tif,TUPAC16,4644,Normal,TUPAC16_4644.png,3635,4293,NMF prometaphase,NMF metaphase,False,False,False,False
3305,47.tif,TUPAC16,4650,Atypical,TUPAC16_4650.png,3284,4616,NMF metaphase,AMF other,False,True,True,True
