Filename,Expert_1,Expert_2,Expert_3,Expert_4,Expert_5,Majority
1445.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1446.png,Normal,Normal,Normal,Normal,Normal,Normal
1447.png,Normal,Normal,Normal,Normal,Normal,Normal
1448.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1449.png,Normal,Normal,Normal,Normal,Normal,Normal
1450.png,Normal,Normal,Normal,Atypical,Normal,Normal
1451.png,Normal,Normal,Normal,Normal,Normal,Normal
1452.png,Normal,Normal,Normal,Normal,Normal,Normal
1453.png,Normal,Normal,Normal,Normal,Normal,Normal
1454.png,Normal,Atypical,Normal,Normal,Normal,Normal
1455.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1456.png,Normal,Normal,Normal,Normal,Normal,Normal
1457.png,Normal,Normal,Normal,Normal,Normal,Normal
1458.png,Normal,Normal,Atypical,Atypical,Atypical,Atypical
1459.png,Normal,Normal,Normal,Normal,Normal,Normal
1460.png,Normal,Normal,Normal,Normal,Normal,Normal
1461.png,Normal,Normal,Normal,Normal,Normal,Normal
1462.png,Normal,Normal,Normal,Normal,Normal,Normal
1463.png,Normal,Normal,Normal,Normal,Normal,Normal
1464.png,Normal,Normal,Normal,Normal,Normal,Normal
1465.png,Normal,Normal,Normal,Normal,Normal,Normal
1466.png,Normal,Normal,Normal,Atypical,Normal,Normal
1467.png,Normal,Normal,Normal,Atypical,Normal,Normal
1468.png,Normal,Normal,Normal,Normal,Normal,Normal
1469.png,Normal,Normal,Normal,Normal,Normal,Normal
1470.png,Atypical,Normal,Normal,Normal,Atypical,Normal
1471.png,Normal,Normal,Normal,Normal,Normal,Normal
1472.png,Normal,Normal,Normal,Normal,Normal,Normal
1473.png,Normal,Normal,Normal,Atypical,Normal,Normal
1474.png,Normal,Normal,Normal,Normal,Normal,Normal
1475.png,Normal,Normal,Normal,Normal,Normal,Normal
1476.png,Normal,Normal,Normal,Normal,Normal,Normal
1477.png,Normal,Normal,Normal,Normal,Normal,Normal
1478.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1479.png,Normal,Normal,Normal,Normal,Normal,Normal
1480.png,Normal,Normal,Normal,Normal,Normal,Normal
1481.png,Normal,Normal,Normal,Normal,Normal,Normal
1482.png,Normal,Normal,Normal,Normal,Normal,Normal
1483.png,Normal,Normal,Normal,Normal,Normal,Normal
1484.png,Normal,Normal,Normal,Normal,Normal,Normal
1485.png,Normal,Normal,Normal,Normal,Normal,Normal
1486.png,Normal,Normal,Normal,Normal,Normal,Normal
1487.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1488.png,Normal,Normal,Normal,Normal,Normal,Normal
1489.png,Normal,Normal,Normal,Normal,Normal,Normal
1490.png,Normal,Normal,Normal,Normal,Normal,Normal
1491.png,Normal,Normal,Normal,Normal,Normal,Normal
1492.png,Normal,Normal,Normal,Normal,Normal,Normal
1493.png,Normal,Normal,Normal,Normal,Normal,Normal
1494.png,Normal,Normal,Normal,Normal,Normal,Normal
1495.png,Normal,Normal,Normal,Normal,Normal,Normal
1496.png,Normal,Normal,Normal,Normal,Normal,Normal
1497.png,Normal,Normal,Normal,Normal,Normal,Normal
1498.png,Normal,Normal,Normal,Normal,Normal,Normal
1499.png,Normal,Normal,Normal,Normal,Normal,Normal
1500.png,Normal,Normal,Normal,Normal,Normal,Normal
1501.png,Normal,Normal,Normal,Normal,Normal,Normal
1502.png,Normal,Normal,Normal,Normal,Normal,Normal
1503.png,Atypical,Normal,Normal,Normal,Atypical,Normal
1504.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1505.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1506.png,Normal,Normal,Normal,Normal,Normal,Normal
1507.png,Normal,Normal,Normal,Normal,Normal,Normal
1508.png,Normal,Normal,Normal,Normal,Normal,Normal
1509.png,Atypical,Atypical,Normal,Normal,Atypical,Atypical
1510.png,Normal,Normal,Normal,Normal,Normal,Normal
1511.png,Normal,Normal,Normal,Normal,Normal,Normal
1512.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1513.png,Normal,Normal,Normal,Normal,Normal,Normal
1514.png,Normal,Atypical,Normal,Normal,Normal,Normal
1515.png,Normal,Normal,Normal,Normal,Normal,Normal
1516.png,Normal,Normal,Normal,Normal,Normal,Normal
1517.png,Normal,Normal,Normal,Normal,Normal,Normal
1518.png,Normal,Normal,Normal,Normal,Normal,Normal
1519.png,Normal,Normal,Normal,Normal,Normal,Normal
1520.png,Normal,Normal,Normal,Normal,Normal,Normal
1521.png,Normal,Normal,Normal,Normal,Normal,Normal
1522.png,Normal,Normal,Normal,Normal,Normal,Normal
1523.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1524.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1525.png,Normal,Normal,Normal,Normal,Normal,Normal
1526.png,Normal,Normal,Normal,Normal,Normal,Normal
1527.png,Normal,Normal,Normal,Normal,Normal,Normal
1528.png,Normal,Normal,Normal,Normal,Normal,Normal
1529.png,Normal,Normal,Normal,Normal,Normal,Normal
1530.png,Normal,Normal,Normal,Normal,Normal,Normal
1531.png,Normal,Normal,Normal,Normal,Normal,Normal
1532.png,Normal,Normal,Normal,Normal,Normal,Normal
1533.png,Normal,Normal,Normal,Normal,Normal,Normal
1534.png,Normal,Normal,Normal,Normal,Normal,Normal
1535.png,Normal,Normal,Normal,Normal,Normal,Normal
1536.png,Normal,Normal,Normal,Normal,Normal,Normal
1537.png,Normal,Normal,Normal,Normal,Atypical,Normal
1538.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1539.png,Normal,Normal,Normal,Normal,Normal,Normal
1540.png,Normal,Normal,Normal,Normal,Normal,Normal
1541.png,Normal,Normal,Normal,Atypical,Normal,Normal
1542.png,Normal,Normal,Normal,Normal,Normal,Normal
1543.png,Normal,Normal,Normal,Atypical,Normal,Normal
1544.png,Normal,Normal,Normal,Normal,Normal,Normal
1545.png,Normal,Normal,Normal,Normal,Normal,Normal
1546.png,Normal,Normal,Normal,Normal,Normal,Normal
1547.png,Normal,Normal,Normal,Normal,Normal,Normal
1548.png,Normal,Normal,Normal,Normal,Normal,Normal
1549.png,Normal,Normal,Normal,Normal,Normal,Normal
1550.png,Normal,Normal,Normal,Normal,Normal,Normal
1551.png,Normal,Normal,Normal,Normal,Normal,Normal
1552.png,Normal,Normal,Normal,Normal,Normal,Normal
1553.png,Normal,Atypical,Normal,Normal,Normal,Normal
1554.png,Normal,Normal,Normal,Normal,Normal,Normal
1555.png,Normal,Normal,Normal,Normal,Normal,Normal
1556.png,Normal,Normal,Normal,Normal,Normal,Normal
1557.png,Normal,Normal,Normal,Normal,Normal,Normal
1558.png,Normal,Normal,Normal,Normal,Normal,Normal
1559.png,Normal,Normal,Normal,Normal,Normal,Normal
1560.png,Normal,Normal,Normal,Normal,Normal,Normal
1561.png,Normal,Normal,Normal,Normal,Normal,Normal
1562.png,Normal,Normal,Atypical,Atypical,Atypical,Atypical
1563.png,Normal,Normal,Normal,Normal,Normal,Normal
1564.png,Normal,Normal,Normal,Normal,Normal,Normal
1565.png,Normal,Normal,Normal,Normal,Normal,Normal
1566.png,Normal,Normal,Normal,Normal,Normal,Normal
1567.png,Normal,Normal,Normal,Normal,Normal,Normal
1568.png,Normal,Normal,Normal,Normal,Normal,Normal
1569.png,Normal,Normal,Normal,Normal,Normal,Normal
1570.png,Atypical,Atypical,Normal,Normal,Normal,Normal
1571.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1572.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1573.png,Normal,Normal,Normal,Normal,Normal,Normal
1574.png,Normal,Normal,Normal,Normal,Normal,Normal
1575.png,Normal,Normal,Normal,Normal,Normal,Normal
1576.png,Normal,Normal,Normal,Normal,Normal,Normal
1577.png,Normal,Normal,Normal,Normal,Normal,Normal
1578.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1579.png,Normal,Atypical,Normal,Normal,Atypical,Normal
1580.png,Normal,Normal,Normal,Normal,Normal,Normal
1581.png,Normal,Normal,Normal,Normal,Normal,Normal
1582.png,Normal,Atypical,Normal,Normal,Normal,Normal
1583.png,Normal,Normal,Normal,Normal,Normal,Normal
1584.png,Normal,Normal,Normal,Normal,Normal,Normal
1585.png,Normal,Normal,Normal,Normal,Normal,Normal
1586.png,Normal,Normal,Normal,Normal,Normal,Normal
1587.png,Normal,Normal,Normal,Normal,Normal,Normal
1588.png,Normal,Normal,Normal,Normal,Normal,Normal
1589.png,Normal,Normal,Normal,Normal,Normal,Normal
1590.png,Normal,Atypical,Normal,Normal,Normal,Normal
1591.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1592.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1593.png,Normal,Normal,Normal,Normal,Normal,Normal
1594.png,Normal,Atypical,Normal,Normal,Normal,Normal
1595.png,Normal,Normal,Normal,Normal,Normal,Normal
1596.png,Normal,Atypical,Normal,Normal,Normal,Normal
1597.png,Normal,Normal,Normal,Normal,Normal,Normal
1598.png,Normal,Normal,Normal,Normal,Normal,Normal
1599.png,Normal,Normal,Normal,Normal,Normal,Normal
1600.png,Normal,Normal,Normal,Normal,Normal,Normal
1601.png,Normal,Normal,Normal,Normal,Normal,Normal
1602.png,Normal,Normal,Normal,Normal,Normal,Normal
1603.png,Normal,Normal,Normal,Normal,Normal,Normal
1604.png,Normal,Normal,Normal,Normal,Normal,Normal
1605.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1606.png,Normal,Normal,Normal,Normal,Normal,Normal
1607.png,Normal,Normal,Normal,Atypical,Normal,Normal
1608.png,Normal,Normal,Normal,Atypical,Normal,Normal
1609.png,Normal,Normal,Normal,Normal,Normal,Normal
1610.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1611.png,Normal,Normal,Normal,Normal,Normal,Normal
1612.png,Normal,Normal,Normal,Atypical,Normal,Normal
1613.png,Normal,Normal,Normal,Normal,Normal,Normal
1614.png,Normal,Normal,Normal,Normal,Normal,Normal
1615.png,Normal,Normal,Normal,Normal,Normal,Normal
1616.png,Normal,Atypical,Normal,Normal,Normal,Normal
1617.png,Normal,Normal,Normal,Normal,Normal,Normal
1618.png,Normal,Normal,Normal,Normal,Normal,Normal
1619.png,Normal,Normal,Normal,Normal,Normal,Normal
1620.png,Normal,Normal,Normal,Normal,Normal,Normal
1621.png,Normal,Normal,Normal,Normal,Normal,Normal
1622.png,Normal,Normal,Normal,Normal,Normal,Normal
1623.png,Normal,Normal,Normal,Normal,Normal,Normal
1624.png,Normal,Normal,Normal,Normal,Normal,Normal
1625.png,Normal,Normal,Normal,Normal,Normal,Normal
1626.png,Normal,Normal,Normal,Normal,Normal,Normal
1627.png,Normal,Normal,Normal,Normal,Atypical,Normal
1628.png,Normal,Normal,Normal,Normal,Normal,Normal
1629.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1630.png,Normal,Normal,Normal,Normal,Normal,Normal
1631.png,Normal,Normal,Normal,Normal,Normal,Normal
1632.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1633.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1634.png,Normal,Normal,Normal,Normal,Normal,Normal
1635.png,Normal,Normal,Atypical,Atypical,Atypical,Atypical
1636.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1637.png,Normal,Normal,Atypical,Normal,Atypical,Normal
1638.png,Normal,Normal,Normal,Normal,Normal,Normal
1639.png,Normal,Normal,Normal,Normal,Normal,Normal
1640.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1641.png,Normal,Atypical,Normal,Normal,Normal,Normal
1642.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
1643.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1644.png,Atypical,Normal,Normal,Normal,Normal,Normal
1645.png,Normal,Normal,Normal,Normal,Normal,Normal
1646.png,Normal,Normal,Normal,Normal,Normal,Normal
1647.png,Normal,Normal,Normal,Normal,Normal,Normal
1648.png,Normal,Normal,Atypical,Normal,Normal,Normal
1649.png,Normal,Normal,Normal,Normal,Normal,Normal
1650.png,Normal,Normal,Normal,Normal,Normal,Normal
1651.png,Normal,Normal,Atypical,Normal,Normal,Normal
1652.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1653.png,Normal,Normal,Normal,Normal,Atypical,Normal
1654.png,Normal,Normal,Normal,Normal,Normal,Normal
1655.png,Normal,Normal,Normal,Normal,Normal,Normal
1656.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1657.png,Normal,Normal,Normal,Atypical,Normal,Normal
1658.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1659.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1660.png,Normal,Normal,Normal,Normal,Normal,Normal
1661.png,Normal,Normal,Normal,Normal,Normal,Normal
1662.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
1663.png,Atypical,Atypical,Atypical,Normal,Normal,Atypical
1664.png,Normal,Normal,Normal,Normal,Normal,Normal
1665.png,Normal,Atypical,Normal,Normal,Normal,Normal
1666.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1667.png,Normal,Normal,Normal,Normal,Normal,Normal
1668.png,Normal,Normal,Normal,Normal,Normal,Normal
1669.png,Normal,Normal,Normal,Normal,Normal,Normal
1670.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1671.png,Normal,Atypical,Normal,Normal,Normal,Normal
1672.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1673.png,Normal,Normal,Normal,Normal,Normal,Normal
1674.png,Normal,Normal,Normal,Normal,Normal,Normal
1675.png,Normal,Normal,Normal,Normal,Normal,Normal
1676.png,Normal,Normal,Normal,Normal,Atypical,Normal
1677.png,Normal,Normal,Normal,Normal,Normal,Normal
1678.png,Normal,Normal,Normal,Normal,Normal,Normal
1679.png,Normal,Normal,Normal,Atypical,Normal,Normal
1680.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1681.png,Normal,Normal,Normal,Normal,Normal,Normal
1682.png,Normal,Normal,Normal,Normal,Normal,Normal
1683.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1684.png,Normal,Normal,Normal,Normal,Atypical,Normal
1685.png,Normal,Normal,Normal,Normal,Normal,Normal
1686.png,Normal,Normal,Normal,Normal,Atypical,Normal
1687.png,Normal,Normal,Normal,Normal,Normal,Normal
1688.png,Normal,Normal,Normal,Normal,Normal,Normal
1689.png,Normal,Normal,Normal,Normal,Normal,Normal
1690.png,Normal,Normal,Normal,Normal,Normal,Normal
1691.png,Normal,Normal,Normal,Normal,Normal,Normal
1692.png,Normal,Normal,Normal,Normal,Normal,Normal
1693.png,Normal,Atypical,Normal,Normal,Normal,Normal
1694.png,Normal,Atypical,Normal,Normal,Normal,Normal
1695.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1696.png,Normal,Normal,Normal,Normal,Normal,Normal
1697.png,Normal,Normal,Normal,Normal,Normal,Normal
1698.png,Normal,Atypical,Normal,Normal,Normal,Normal
1699.png,Normal,Normal,Normal,Normal,Normal,Normal
1700.png,Normal,Normal,Normal,Normal,Normal,Normal
1701.png,Normal,Normal,Normal,Normal,Normal,Normal
1702.png,Normal,Normal,Normal,Normal,Normal,Normal
1703.png,Normal,Normal,Normal,Normal,Normal,Normal
1704.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1705.png,Normal,Normal,Normal,Normal,Normal,Normal
1706.png,Normal,Normal,Atypical,Normal,Normal,Normal
1707.png,Normal,Normal,Normal,Normal,Normal,Normal
1708.png,Normal,Normal,Normal,Normal,Normal,Normal
1709.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1710.png,Normal,Normal,Normal,Normal,Normal,Normal
1711.png,Normal,Normal,Normal,Atypical,Normal,Normal
1712.png,Normal,Normal,Normal,Normal,Normal,Normal
1713.png,Atypical,Normal,Normal,Normal,Normal,Normal
1714.png,Normal,Normal,Normal,Normal,Normal,Normal
1715.png,Normal,Normal,Normal,Normal,Atypical,Normal
1716.png,Normal,Normal,Normal,Normal,Normal,Normal
1717.png,Normal,Normal,Normal,Normal,Normal,Normal
1718.png,Normal,Normal,Normal,Normal,Normal,Normal
1719.png,Normal,Normal,Normal,Normal,Normal,Normal
1720.png,Normal,Normal,Normal,Normal,Normal,Normal
1721.png,Normal,Normal,Normal,Normal,Normal,Normal
1722.png,Normal,Normal,Normal,Normal,Normal,Normal
1723.png,Normal,Normal,Normal,Normal,Normal,Normal
1724.png,Normal,Normal,Normal,Normal,Normal,Normal
1725.png,Normal,Normal,Atypical,Normal,Normal,Normal
1726.png,Normal,Normal,Normal,Normal,Normal,Normal
1727.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1728.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1729.png,Normal,Normal,Normal,Normal,Normal,Normal
1730.png,Normal,Atypical,Normal,Normal,Normal,Normal
1731.png,Normal,Normal,Normal,Normal,Normal,Normal
1732.png,Normal,Normal,Normal,Normal,Normal,Normal
1733.png,Normal,Normal,Normal,Normal,Normal,Normal
1734.png,Normal,Normal,Normal,Normal,Normal,Normal
1735.png,Normal,Normal,Normal,Normal,Normal,Normal
1736.png,Normal,Normal,Normal,Normal,Normal,Normal
1737.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1738.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1739.png,Normal,Normal,Normal,Normal,Normal,Normal
1740.png,Normal,Normal,Normal,Normal,Normal,Normal
1741.png,Normal,Normal,Normal,Normal,Normal,Normal
1742.png,Normal,Normal,Normal,Normal,Normal,Normal
1743.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1744.png,Normal,Normal,Normal,Normal,Normal,Normal
1745.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1746.png,Normal,Normal,Normal,Normal,Atypical,Normal
1747.png,Normal,Normal,Normal,Normal,Normal,Normal
1748.png,Normal,Normal,Atypical,Normal,Normal,Normal
1749.png,Normal,Normal,Normal,Normal,Normal,Normal
1750.png,Normal,Normal,Normal,Normal,Normal,Normal
1751.png,Normal,Normal,Normal,Normal,Normal,Normal
1752.png,Normal,Normal,Normal,Atypical,Normal,Normal
1753.png,Normal,Normal,Normal,Normal,Normal,Normal
1754.png,Normal,Normal,Normal,Normal,Normal,Normal
1755.png,Normal,Normal,Normal,Normal,Normal,Normal
1756.png,Normal,Normal,Normal,Normal,Normal,Normal
1757.png,Normal,Normal,Normal,Normal,Normal,Normal
1758.png,Normal,Normal,Normal,Normal,Normal,Normal
1759.png,Normal,Normal,Atypical,Normal,Normal,Normal
1760.png,Normal,Atypical,Normal,Normal,Normal,Normal
1761.png,Normal,Atypical,Normal,Normal,Normal,Normal
1762.png,Normal,Atypical,Normal,Normal,Normal,Normal
1763.png,Normal,Normal,Normal,Normal,Normal,Normal
1764.png,Normal,Normal,Normal,Normal,Normal,Normal
1765.png,Normal,Normal,Normal,Normal,Normal,Normal
1766.png,Normal,Normal,Normal,Normal,Normal,Normal
1767.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
1768.png,Atypical,Atypical,Normal,Normal,Atypical,Atypical
1769.png,Normal,Normal,Normal,Normal,Normal,Normal
1770.png,Normal,Normal,Atypical,Normal,Normal,Normal
1771.png,Normal,Atypical,Normal,Normal,Normal,Normal
1772.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
1773.png,Normal,Normal,Normal,Atypical,Atypical,Normal
1774.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1775.png,Normal,Normal,Normal,Normal,Normal,Normal
1776.png,Normal,Atypical,Normal,Normal,Normal,Normal
1777.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1778.png,Normal,Normal,Normal,Normal,Normal,Normal
1779.png,Normal,Normal,Normal,Normal,Normal,Normal
1780.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1781.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1782.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1783.png,Normal,Normal,Normal,Normal,Normal,Normal
1784.png,Normal,Normal,Normal,Normal,Normal,Normal
1785.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
1786.png,Normal,Normal,Normal,Normal,Normal,Normal
1787.png,Normal,Normal,Normal,Normal,Normal,Normal
1788.png,Normal,Normal,Normal,Normal,Normal,Normal
1789.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1790.png,Normal,Normal,Normal,Normal,Normal,Normal
1791.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1792.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
1793.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1794.png,Normal,Normal,Normal,Atypical,Normal,Normal
1795.png,Normal,Normal,Normal,Normal,Normal,Normal
1796.png,Normal,Normal,Normal,Normal,Normal,Normal
1797.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1798.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
1799.png,Normal,Normal,Normal,Normal,Normal,Normal
1800.png,Normal,Atypical,Normal,Normal,Normal,Normal
1801.png,Normal,Atypical,Normal,Normal,Normal,Normal
1802.png,Normal,Normal,Normal,Normal,Normal,Normal
1803.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1804.png,Normal,Normal,Normal,Normal,Normal,Normal
1805.png,Normal,Atypical,Normal,Normal,Normal,Normal
1806.png,Normal,Normal,Normal,Normal,Normal,Normal
1807.png,Normal,Atypical,Atypical,Atypical,Atypical,Atypical
1808.png,Normal,Atypical,Normal,Normal,Normal,Normal
1809.png,Normal,Atypical,Normal,Normal,Atypical,Normal
1810.png,Normal,Atypical,Normal,Normal,Normal,Normal
1811.png,Normal,Normal,Normal,Normal,Normal,Normal
1812.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1813.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1814.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1815.png,Normal,Normal,Normal,Normal,Normal,Normal
1816.png,Normal,Atypical,Normal,Normal,Atypical,Normal
1817.png,Normal,Normal,Normal,Normal,Normal,Normal
1818.png,Normal,Normal,Normal,Normal,Normal,Normal
1819.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1820.png,Atypical,Normal,Normal,Normal,Normal,Normal
1821.png,Normal,Normal,Normal,Normal,Normal,Normal
1822.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1823.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1824.png,Normal,Normal,Normal,Normal,Normal,Normal
1825.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1826.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1827.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1828.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1829.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1830.png,Atypical,Atypical,Normal,Atypical,Normal,Atypical
1831.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1832.png,Normal,Normal,Normal,Normal,Normal,Normal
1833.png,Normal,Normal,Normal,Atypical,Normal,Normal
1834.png,Normal,Normal,Normal,Normal,Normal,Normal
1835.png,Normal,Atypical,Normal,Normal,Normal,Normal
1836.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1837.png,Atypical,Normal,Normal,Atypical,Normal,Normal
1838.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1839.png,Normal,Normal,Normal,Normal,Normal,Normal
1840.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1841.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1842.png,Atypical,Normal,Normal,Normal,Normal,Normal
1843.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1844.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1845.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1846.png,Normal,Normal,Normal,Normal,Normal,Normal
1847.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1848.png,Normal,Normal,Normal,Normal,Normal,Normal
1849.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1850.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1851.png,Normal,Normal,Normal,Normal,Normal,Normal
1852.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
1853.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1854.png,Normal,Normal,Normal,Atypical,Normal,Normal
1855.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1856.png,Atypical,Atypical,Normal,Atypical,Atypical,Atypical
1857.png,Atypical,Normal,Normal,Atypical,Atypical,Atypical
1858.png,Atypical,Normal,Atypical,Atypical,Normal,Atypical
1859.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1860.png,Normal,Normal,Normal,Normal,Normal,Normal
1861.png,Atypical,Normal,Normal,Normal,Normal,Normal
1862.png,Atypical,Atypical,Atypical,Atypical,Normal,Atypical
1863.png,Normal,Normal,Normal,Normal,Normal,Normal
1864.png,Normal,Atypical,Normal,Normal,Normal,Normal
1865.png,Normal,Normal,Atypical,Atypical,Normal,Normal
1866.png,Atypical,Normal,Atypical,Atypical,Atypical,Atypical
1867.png,Normal,Normal,Normal,Normal,Normal,Normal
1868.png,Normal,Normal,Atypical,Normal,Normal,Normal
1869.png,Normal,Normal,Normal,Normal,Normal,Normal
1870.png,Normal,Normal,Normal,Normal,Normal,Normal
1871.png,Normal,Atypical,Normal,Normal,Normal,Normal
1872.png,Normal,Atypical,Normal,Atypical,Normal,Normal
1873.png,Normal,Atypical,Normal,Atypical,Atypical,Atypical
1874.png,Normal,Atypical,Normal,Normal,Atypical,Normal
1875.png,Atypical,Normal,Normal,Normal,Normal,Normal
1876.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1877.png,Normal,Atypical,Normal,Normal,Normal,Normal
1878.png,Normal,Normal,Atypical,Normal,Atypical,Normal
1879.png,Normal,Normal,Atypical,Normal,Normal,Normal
1880.png,Atypical,Atypical,Atypical,Normal,Atypical,Atypical
1881.png,Normal,Normal,Normal,Normal,Normal,Normal
1882.png,Normal,Normal,Normal,Normal,Normal,Normal
1883.png,Normal,Normal,Atypical,Normal,Normal,Normal
1884.png,Normal,Normal,Normal,Normal,Normal,Normal
1885.png,Normal,Normal,Normal,Normal,Normal,Normal
1886.png,Normal,Normal,Normal,Normal,Normal,Normal
1887.png,Normal,Normal,Normal,Normal,Normal,Normal
1888.png,Normal,Normal,Atypical,Normal,Normal,Normal
1889.png,Normal,Normal,Normal,Normal,Normal,Normal
1890.png,Normal,Normal,Normal,Normal,Normal,Normal
1891.png,Normal,Normal,Normal,Normal,Normal,Normal
1892.png,Normal,Normal,Normal,Normal,Normal,Normal
1893.png,Normal,Normal,Normal,Normal,Normal,Normal
1894.png,Normal,Normal,Normal,Normal,Normal,Normal
1895.png,Normal,Normal,Normal,Normal,Normal,Normal
1896.png,Normal,Atypical,Atypical,Atypical,Normal,Atypical
1897.png,Normal,Normal,Normal,Normal,Normal,Normal
1898.png,Normal,Normal,Normal,Normal,Normal,Normal
1899.png,Normal,Normal,Normal,Normal,Normal,Normal
1900.png,Normal,Normal,Normal,Normal,Normal,Normal
1901.png,Normal,Normal,Normal,Normal,Normal,Normal
1902.png,Normal,Normal,Normal,Normal,Normal,Normal
1903.png,Normal,Normal,Normal,Normal,Normal,Normal
1904.png,Normal,Normal,Normal,Normal,Normal,Normal
1905.png,Normal,Normal,Normal,Normal,Normal,Normal
1906.png,Atypical,Atypical,Atypical,Atypical,Atypical,Atypical
1907.png,Normal,Normal,Normal,Normal,Normal,Normal
